학원명,도로명주소,위도,경도,정원합계,일시수용능력인원합계,인원,근처학원수,근처수강생총합,근처휴게음식점수,근처횡단보도수,사고건수
라하잉글리시광장영어교습소,서울특별시 광진구 아차산로 530,37.5419395,127.0996713,45,9.0,9.0,156.0,8379.0,72.0,95.0,0.0
진성피아노교습소,서울특별시 광진구 구의강변로 47,37.53508739999999,127.0916479,55,5.0,5.0,32.0,1291.0,176.0,117.0,6.0
줄리음악교습소,서울특별시 광진구 자양로 88,37.5356026,127.0842975,20,4.0,4.0,38.0,2363.0,105.0,72.0,15.0
정직한153수학학원,서울특별시 광진구 아차산로 532,37.54239889999999,127.1004627,168,95.0,95.0,115.0,5765.0,71.0,102.0,2.0
더플랙과학학원,서울특별시 광진구 아차산로 484,37.540724,127.0956717,85,71.0,71.0,218.0,11441.0,187.0,89.0,2.0
파랑피아노교습소,서울특별시 광진구 동일로20길 20,37.5411181,127.0647455,30,5.0,5.0,17.0,1640.0,77.0,21.0,14.0
새움보습학원,서울특별시 광진구 자양번영로 18,37.5311623,127.0753313,35,80.0,35.0,73.0,3192.0,73.0,52.0,12.0
한몽한국어교습소,서울특별시 광진구 자양로 259,37.5493627,127.089732,27,9.0,9.0,48.0,2011.0,76.0,55.0,22.0
스펀지영어교습소,서울특별시 광진구 아차산로 549,37.5441452,127.1015274,24,6.0,6.0,70.0,2631.0,32.0,92.0,2.0
국어논술이안학원,서울특별시 광진구 아차산로 502,37.5413438,127.097272,280,69.0,69.0,224.0,11757.0,95.0,104.0,0.0
왕지로열발레학원,서울특별시 광진구 능동로 267,37.5539176,127.0773765,81,74.0,74.0,20.0,1035.0,48.0,75.0,11.0
아트구루미술교습소,서울특별시 광진구 자양로42길 38,37.5484381,127.0919762,27,9.0,9.0,52.0,2282.0,32.0,62.0,26.0
아라미술학원,서울특별시 광진구 동일로70길 53,37.5639927,127.0797587,270,54.0,54.0,29.0,1147.0,88.0,85.0,27.0
이기옥논술교습소,서울특별시 광진구 뚝섬로36가길 15,37.5322136,127.0716289,36,9.0,9.0,102.0,4179.0,140.0,59.0,7.0
문쌔미국어교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,24,8.0,8.0,206.0,10452.0,83.0,97.0,0.0
대원킨더아카데미제2관어학원,서울특별시 광진구 용마산로22길 24,37.56357819999999,127.0884451,76,152.0,76.0,36.0,2260.0,39.0,58.0,6.0
예화수학교습소,서울특별시 광진구 능동로49길 19,37.5644802,127.0822388,12,4.0,4.0,52.0,2652.0,99.0,101.0,22.0
플로라음악학원(Flora Music Academy),서울특별시 광진구 천호대로111길 36,37.55793430000001,127.0828806,105,46.0,46.0,67.0,2030.0,76.0,93.0,49.0
신예음음악교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,47,9.0,9.0,206.0,10451.0,83.0,97.0,0.0
광장앤스마일학원,서울특별시 광진구 광장로 47,37.5470571,127.1024621,162,71.0,71.0,21.0,1020.0,44.0,86.0,4.0
E.I.E학원,서울특별시 광진구 영화사로 34,37.55659010000001,127.0905058,60,74.0,60.0,44.0,1320.0,96.0,71.0,12.0
리딩오션독서논술광진직영학원,서울특별시 광진구 아차산로70길 26,37.54196659999999,127.1011914,240,48.0,48.0,95.0,4508.0,70.0,97.0,2.0
제니스잉글리쉬부띠끄(Jenny`s English Boutique)영어교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,24,8.0,8.0,206.0,10452.0,83.0,97.0,0.0
이투학원,서울특별시 광진구 광나루로36길 76,37.5416807,127.0854372,2273,71.0,71.0,47.0,1929.0,70.0,36.0,16.0
이투원격교습학원,서울특별시 광진구 광나루로36길 76,37.5416807,127.0854372,160,0.0,0.0,47.0,2000.0,70.0,36.0,16.0
블럭마을영어교습소,서울특별시 광진구 용마산로1길 96,37.556559,127.0834991,30,6.0,6.0,65.0,1922.0,72.0,68.0,51.0
올림피아드대입관학원,서울특별시 광진구 자양로 90,37.5358295,127.084207,140,145.0,140.0,35.0,2091.0,98.0,60.0,15.0
채움미래학원,서울특별시 광진구 용마산로16길 9,37.5622133,127.0877449,108,69.0,69.0,40.0,2627.0,42.0,66.0,12.0
석선생영어전문학원,서울특별시 광진구 아차산로 480,37.540456,127.0952326,250,115.0,115.0,221.0,11566.0,188.0,110.0,4.0
공간프리미엄독서실,서울특별시 광진구 면목로 161,37.5677311,127.0820199,368,92.0,92.0,26.0,665.0,75.0,95.0,26.0
빛샘국어독서논술학원,서울특별시 광진구 용마산로 95,37.5621386,127.0869761,269,75.0,75.0,43.0,2717.0,47.0,72.0,14.0
광진고스(GOS)에듀2관학원,서울특별시 광진구 구의로16길 89,37.5416947,127.0943838,720,106.0,106.0,210.0,11337.0,191.0,95.0,4.0
어린음악대조이원음악학원,서울특별시 광진구 뚝섬로 558,37.5340724,127.0718277,150,50.0,50.0,108.0,4348.0,150.0,62.0,6.0
아르떼음악학원,서울특별시 광진구 동일로 256-1,37.5541423,127.0712633,420,51.0,51.0,17.0,721.0,26.0,37.0,11.0
별타쌤솔루션수학교습소,서울특별시 광진구 뚝섬로37길 11,37.5350143,127.0716811,30,6.0,6.0,105.0,4310.0,175.0,62.0,7.0
심슨어학보습학원,서울특별시 광진구 아차산로 506,37.5414171,127.0976337,720,668.0,668.0,220.0,10846.0,94.0,104.0,0.0
너의/미술교습소,서울특별시 광진구 자양번영로2길 33,37.53029350000001,127.076874,23,9.0,9.0,57.0,2196.0,83.0,37.0,14.0
서림제2관학원,서울특별시 광진구 면목로 136,37.565423,127.0811798,56,70.0,56.0,30.0,1141.0,83.0,93.0,26.0
줄탁동시수학교습소,서울특별시 광진구 구의강변로 96,37.5384981,127.0946643,16,4.0,4.0,192.0,10497.0,238.0,133.0,6.0
소리엘피아노교습소,서울특별시 광진구 천호대로117길 62,37.5576523,127.0853206,15,5.0,5.0,79.0,2831.0,67.0,63.0,49.0
창조수학제2관학원,서울특별시 광진구 광나루로 582,37.5430855,127.0933652,59,68.0,59.0,175.0,10811.0,183.0,84.0,6.0
장문원격교습학원,서울특별시 광진구 아차산로65길 24,37.541358,127.0936841,12000,0.0,0.0,208.0,11840.0,198.0,120.0,4.0
나무수학학원,서울특별시 광진구 군자로 109,37.5528718,127.0719913,120,68.0,68.0,24.0,1183.0,31.0,45.0,10.0
로이뮤직실용음악교습소,서울특별시 광진구 자양로 282-1,37.5509934,127.0917623,12,3.0,3.0,52.0,2243.0,84.0,78.0,24.0
드림아트미술학원,서울특별시 광진구 아차산로 493,37.5417983,127.0961971,350,25.0,25.0,213.0,11632.0,186.0,104.0,0.0
아이루체몬테소리학원,서울특별시 광진구 자양로5길 36,37.531206,127.0837497,750,92.0,92.0,56.0,1955.0,155.0,62.0,8.0
서울디자인기술아카데미학원,서울특별시 광진구 능동로 339,37.5599223,127.0807312,82,61.0,61.0,50.0,1900.0,90.0,109.0,42.0
민선피아노교습소,서울특별시 광진구 광나루로56길 63,37.53739729999999,127.0976212,12,6.0,6.0,119.0,5690.0,99.0,90.0,6.0
앤수학영어학원,서울특별시 광진구 자양로9길 77,37.5317775,127.0812127,64,70.0,64.0,66.0,2615.0,81.0,64.0,14.0
뷰티인강원격학원,서울특별시 광진구 광나루로 436,37.545554,127.0777267,340,0.0,0.0,4.0,294.0,46.0,33.0,4.0
리드인독서논술광장점교습소,서울특별시 광진구 아차산로76길 31,37.5470808,127.1085548,60,5.0,5.0,11.0,747.0,56.0,57.0,18.0
블루밍잉글리쉬영어교습소,서울특별시 광진구 광나루로36길 28,37.5437193,127.0863141,10,5.0,5.0,51.0,1889.0,71.0,36.0,16.0
오!잉글리시랩(Oh!English Lab)영어교습소,서울특별시 광진구 뚝섬로 533,37.5351805,127.0694982,45,9.0,9.0,76.0,2777.0,180.0,48.0,10.0
유리발레스튜디오학원,서울특별시 광진구 뚝섬로 587,37.5335228,127.0754315,20,48.0,20.0,89.0,3569.0,73.0,55.0,6.0
박쌤독서&논술교습소,서울특별시 광진구 아차산로 549,37.5441452,127.1015274,35,7.0,7.0,70.0,2630.0,32.0,92.0,2.0
자람미술학원,서울특별시 광진구 뚝섬로36길 15,37.533733,127.0714588,120,54.0,54.0,108.0,4344.0,140.0,59.0,6.0
예다움음악교습소,서울특별시 광진구 광나루로35길 38,37.5463033,127.0879807,90,6.0,6.0,47.0,1960.0,43.0,37.0,11.0
비더원영어교습소,서울특별시 광진구 아차산로65길 14,37.5410475,127.0940895,45,9.0,9.0,203.0,11547.0,193.0,118.0,2.0
생각날기논슬교습소,서울특별시 광진구 천호대로119길 58,37.55744139999999,127.085998,24,4.0,4.0,74.0,2518.0,104.0,57.0,49.0
THE상승학원,서울특별시 광진구 자양로 46,37.5322381,127.0859794,106,75.0,75.0,52.0,2543.0,130.0,61.0,8.0
광진위드영어교습소,서울특별시 광진구 능동로34길 91,37.5539762,127.0841856,66,6.0,6.0,54.0,1565.0,84.0,30.0,45.0
아트앤하트구의미술교습소,서울특별시 광진구 광나루로39길 11,37.5454994,127.0887779,54,9.0,9.0,63.0,2713.0,53.0,36.0,9.0
광진최강푸르넷수학교습소,서울특별시 광진구 영화사로 37-1,37.5565573,127.0912276,12,4.0,4.0,39.0,1306.0,91.0,65.0,12.0
매쓰홍수학전문학원,서울특별시 광진구 아차산로 493,37.5417983,127.0961971,75,72.0,72.0,213.0,11585.0,186.0,104.0,0.0
최선해법영어학원,서울특별시 광진구 광나루로56길 34,37.5386271,127.0958742,27,72.0,27.0,197.0,10282.0,210.0,112.0,6.0
그리네미술학원,서울특별시 광진구 능동로 403,37.5652171,127.0836785,160,50.0,50.0,61.0,3199.0,94.0,107.0,10.0
매쓰플랜수학학원,서울특별시 광진구 자양번영로 56,37.5344736,127.0763255,10,74.0,10.0,83.0,3507.0,70.0,64.0,13.0
글로리음악교습소,서울특별시 광진구 용마산로 41,37.5572812,127.0876908,18,9.0,9.0,74.0,2194.0,103.0,48.0,44.0
C&A논술학원,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,117,71.0,71.0,206.0,10389.0,83.0,97.0,0.0
위즈덤독서논술교습소,서울특별시 광진구 능동로49길 24,37.5647746,127.0820222,40,4.0,4.0,45.0,2259.0,96.0,106.0,30.0
K-English영어교습소,서울특별시 광진구 광나루로 606,37.5413415,127.0951373,3,3.0,3.0,219.0,11653.0,186.0,88.0,2.0
플라톤아카데미자양성자독서논술교습소,서울특별시 광진구 뚝섬로54길 49,37.5294543,127.0800874,63,3.0,3.0,54.0,1907.0,77.0,40.0,12.0
지혜담은국어교습소,서울특별시 광진구 아차산로 493,37.5417983,127.0961971,24,8.0,8.0,213.0,11649.0,186.0,104.0,0.0
유니크수학블랙라벨학원,서울특별시 광진구 자양번영로 28,37.5321601,127.0756141,330,76.0,76.0,86.0,3509.0,72.0,55.0,14.0
플랜에이치헤어아카데미학원,서울특별시 광진구 동일로30길 52,37.5473969,127.0702269,60,69.0,60.0,23.0,866.0,105.0,70.0,12.0
김안나키즈싱어2호점음악교습소,서울특별시 광진구 광나루로56길 32,37.5386271,127.0958742,7,7.0,7.0,197.0,10302.0,210.0,112.0,6.0
다온해법학원,서울특별시 광진구 뚝섬로52라길 39-3,37.5296052,127.0808128,90,81.0,81.0,50.0,1566.0,70.0,44.0,14.0
엑터스프로젝트연기학원,서울특별시 광진구 천호대로 604,37.5548434,127.0844602,290,58.0,58.0,58.0,1635.0,88.0,33.0,45.0
뮤트디오댄스학원,서울특별시 광진구 아차산로 192,37.5414999,127.0648134,368,115.0,115.0,18.0,1539.0,79.0,21.0,14.0
메종드발레학원,서울특별시 광진구 아차산로 431,37.538653,127.0901794,80,71.0,71.0,84.0,3749.0,192.0,102.0,12.0
스마트쿠키즈영어학원,서울특별시 광진구 천호대로111길 20,37.5572403,127.0824914,80,80.0,80.0,65.0,1828.0,71.0,75.0,45.0
아소비자양센터학원,서울특별시 광진구 자양로3길 70,37.5295085,127.0828485,60,75.0,60.0,46.0,1752.0,122.0,52.0,10.0
광진구의자라다남아미술학원,서울특별시 광진구 아차산로 453,37.5394007,127.0923951,41,48.0,41.0,181.0,10368.0,225.0,120.0,8.0
너머섬미술학원,서울특별시 광진구 자양로 253,37.5491049,127.0894397,640,111.0,111.0,48.0,1909.0,77.0,62.0,28.0
아이꿈틀미술교육학원,서울특별시 광진구 뚝섬로 590,37.5331067,127.0752992,60,56.0,56.0,90.0,3542.0,75.0,55.0,10.0
청출어람보습학원,서울특별시 광진구 아차산로 479,37.5408115,127.0948355,910,77.0,77.0,221.0,11604.0,188.0,104.0,4.0
광진크라센고등관영어학원,서울특별시 광진구 아차산로 552,37.5431583,127.1041888,2040,192.0,192.0,34.0,862.0,36.0,83.0,10.0
월드클래스커피바리스타학원,서울특별시 광진구 군자로 43,37.547115,127.0700222,360,124.0,124.0,25.0,827.0,109.0,67.0,10.0
새미준학원,서울특별시 광진구 뚝섬로33길 34,37.5365712,127.0701466,18,71.0,18.0,72.0,3180.0,191.0,57.0,8.0
독션학원,서울특별시 광진구 천호대로 691,37.5499264,127.0916943,42,59.0,42.0,48.0,1980.0,85.0,53.0,22.0
신지원국어학원,서울특별시 광진구 구의로16길 91,37.5415644,127.0945118,284,71.0,71.0,210.0,11372.0,191.0,100.0,4.0
클라비스수학학원,서울특별시 광진구 구의로16길 89,37.5416947,127.0943838,420,103.0,103.0,210.0,11340.0,191.0,95.0,4.0
순수미술학원,서울특별시 광진구 천호대로131길 7,37.5517336,127.0905436,128,64.0,64.0,52.0,2275.0,98.0,83.0,22.0
본스타성동광진캠퍼스연기학원,서울특별시 광진구 능동로 267,37.5539176,127.0773765,80,66.0,66.0,20.0,1043.0,48.0,75.0,11.0
분석수학교습소,서울특별시 광진구 용마산로3길 93,37.5571008,127.0830786,9,3.0,3.0,66.0,1955.0,74.0,75.0,51.0
다움국어교습소,서울특별시 광진구 아차산로36길 35,37.5363514,127.0745967,44,7.0,7.0,82.0,3663.0,75.0,49.0,10.0
한솔플라톤아카데미자양독서논술학원,서울특별시 광진구 자양번영로 38,37.5328543,127.0758789,40,80.0,40.0,88.0,3548.0,72.0,55.0,10.0
웅진프라임학원,서울특별시 광진구 광나루로 590,37.5425759,127.0939174,100,108.0,100.0,201.0,11309.0,174.0,81.0,4.0
레나바이올린아카데미음악교습소,서울특별시 광진구 광나루로56길 29,37.53739729999999,127.0976212,28,7.0,7.0,119.0,5689.0,99.0,90.0,6.0
기파랑문해원광진학원,서울특별시 광진구 광나루로54길 6,37.5405539,127.0958609,27,75.0,27.0,222.0,11677.0,185.0,93.0,2.0
열방수학교습소,서울특별시 광진구 영화사로7길 24,37.5566238,127.0921941,21,7.0,7.0,32.0,1220.0,82.0,54.0,10.0
리샤김영어교습소,서울특별시 광진구 아차산로 552,37.5431583,127.1041888,72,7.0,7.0,34.0,1047.0,36.0,83.0,10.0
리드인독서논술광진센터학원,서울특별시 광진구 광나루로46길 3,37.5434518,127.0929563,90,70.0,70.0,172.0,10755.0,42.0,75.0,6.0
리도토음악학원,서울특별시 광진구 아차산로69길 6,37.5423625,127.098436,100,40.0,40.0,192.0,10579.0,72.0,98.0,0.0
주스보이스스터디교습소,서울특별시 광진구 구의강변로 95,37.5391005,127.0937621,4,5.0,4.0,207.0,11469.0,238.0,129.0,6.0
그림명상미술교습소,서울특별시 광진구 광나루로56길 63,37.53739729999999,127.0976212,65,5.0,5.0,119.0,5691.0,99.0,90.0,6.0
아트티움창의미술교습소,서울특별시 광진구 자양로40길 48,37.5470308,127.0911931,10,6.0,6.0,58.0,2803.0,37.0,59.0,12.0
광진시소국어교습소,서울특별시 광진구 능동로36길 91,37.5547082,127.0839242,30,6.0,6.0,56.0,1632.0,95.0,37.0,47.0
벡터수학학원,서울특별시 광진구 자양번영로 38,37.5328543,127.0758789,192,73.0,73.0,88.0,3515.0,72.0,55.0,10.0
스마트올클래스구의학원,서울특별시 광진구 광나루로30다길 3,37.5433657,127.0816977,70,112.0,70.0,26.0,1177.0,38.0,12.0,10.0
뮤엠광진초점영어교습소,서울특별시 광진구 광나루로39길 11,37.5454994,127.0887779,80,5.0,5.0,63.0,2717.0,53.0,36.0,9.0
정직한153수학프리미엄관학원,서울특별시 광진구 아차산로 511,37.5421511,127.0981542,168,119.0,119.0,194.0,10512.0,81.0,100.0,0.0
수학지능학원,서울특별시 광진구 광나루로 586,37.5428623,127.0937426,59,82.0,59.0,194.0,11046.0,175.0,81.0,4.0
에이블영어학원,서울특별시 광진구 구의강변로 106,37.5399001,127.0948193,24,84.0,24.0,221.0,11724.0,188.0,124.0,4.0
이지수학교습소,서울특별시 광진구 아차산로 530,37.5419395,127.0996713,10,2.0,2.0,156.0,8386.0,72.0,95.0,0.0
주지은수학교습소,서울특별시 광진구 뚝섬로 631-1,37.5320639,127.0800011,20,4.0,4.0,90.0,3570.0,84.0,72.0,14.0
뉴런과학학원,서울특별시 광진구 뚝섬로35길 9,37.5356572,127.0700386,170,71.0,71.0,80.0,3062.0,177.0,54.0,7.0
놀작자양아트센터미술학원,서울특별시 광진구 능동로4길 38,37.5321852,127.0690312,10,46.0,10.0,71.0,2572.0,141.0,45.0,9.0
에스제이발레2관학원,서울특별시 광진구 아차산로 461,37.5398941,127.0932358,135,50.0,50.0,207.0,11368.0,233.0,135.0,6.0
유니온국어논술학원,서울특별시 광진구 아차산로 459,37.5444761,127.0897654,16,70.0,16.0,80.0,3429.0,61.0,45.0,8.0
사계절아뜰리에미술학원,서울특별시 광진구 뚝섬로33길 34,37.5365712,127.0701466,135,40.0,40.0,72.0,3158.0,191.0,57.0,8.0
한수연유니온수학학원,서울특별시 광진구 아차산로 459,37.5444761,127.0897654,64,75.0,64.0,80.0,3381.0,61.0,45.0,8.0
리드앤톡영어도서관학원,서울특별시 광진구 구의강변로 106,37.5399001,127.0948193,327,69.0,69.0,221.0,11679.0,188.0,124.0,4.0
아트스테이무용학원,서울특별시 광진구 천호대로 805,37.5457426,127.1032685,40,55.0,40.0,31.0,1504.0,48.0,96.0,8.0
형이랑미술학원,서울특별시 광진구 자양로43길 57,37.5531401,127.089906,240,70.0,70.0,54.0,2446.0,102.0,84.0,34.0
오성호영어채널원격학원,서울특별시 광진구 천호대로 536,37.5574963,127.0776573,30,100.0,30.0,49.0,1802.0,70.0,97.0,57.0
T.M수학교습소,서울특별시 광진구 용마산로3길 93,37.5571008,127.0830786,9,3.0,3.0,66.0,1955.0,74.0,75.0,51.0
뮤엠영어강변교습소,서울특별시 광진구 광나루로56길 29,37.53739729999999,127.0976212,30,6.0,6.0,119.0,5690.0,99.0,90.0,6.0
소시오툰즈원격학원,서울특별시 광진구 능동로 266,37.5537013,127.0778977,6,50.0,6.0,21.0,1167.0,45.0,70.0,37.0
역사박사원격학원,서울특별시 광진구 아차산로49길 103,37.5415536,127.0844919,100,50.0,50.0,41.0,1740.0,70.0,15.0,10.0
코딩하루교습소,서울특별시 광진구 천호대로111길 35,37.557918,127.0825732,42,6.0,6.0,66.0,2020.0,76.0,96.0,50.0
숨뮤직아카데미학원,서울특별시 광진구 능동로 442,37.5680238,127.0857309,60,44.0,44.0,25.0,1334.0,71.0,72.0,4.0
하이탑수학학원,서울특별시 광진구 자양로5길 36,37.531206,127.0837497,36,107.0,36.0,56.0,2011.0,155.0,62.0,8.0
바른국어교습소,서울특별시 광진구 동일로72길 30,37.5655542,127.0792109,18,6.0,6.0,26.0,1051.0,81.0,84.0,28.0
해랑미술교습소,서울특별시 광진구 자양로 259,37.5493627,127.089732,90,9.0,9.0,48.0,2011.0,76.0,55.0,22.0
티쿤올람수학교습소,서울특별시 광진구 군자로 67,37.5492615,127.0705598,12,4.0,4.0,19.0,828.0,52.0,68.0,10.0
이룸국영수학원,서울특별시 광진구 뚝섬로56길 23,37.5303566,127.0827718,276,71.0,71.0,48.0,1750.0,68.0,57.0,8.0
샤론클라비어음악학원,서울특별시 광진구 뚝섬로64길 10,37.5331,127.0886974,55,33.0,33.0,23.0,1339.0,126.0,68.0,6.0
참나무교육원격학원,서울특별시 광진구 아차산로78길 75,37.5516182,127.1109471,50,100.0,50.0,3.0,247.0,16.0,9.0,8.0
한수학교습소,서울특별시 광진구 광나루로39길 11,37.5454994,127.0887779,24,4.0,4.0,63.0,2718.0,53.0,36.0,9.0
모네미술교습소,서울특별시 광진구 자양번영로 48,37.5337708,127.0761036,20,5.0,5.0,88.0,3594.0,77.0,56.0,11.0
크림슨영어교습소,서울특별시 광진구 자양로 246,37.5483357,127.0892117,9,3.0,3.0,49.0,2147.0,33.0,65.0,28.0
필립영어교습소,서울특별시 광진구 아차산로70길 62,37.5406205,127.0986045,6,2.0,2.0,206.0,10458.0,83.0,97.0,0.0
에이플러스수학전문학원,서울특별시 광진구 뚝섬로 668,37.5315414,127.0837348,18,79.0,18.0,60.0,2540.0,94.0,66.0,8.0
밸류인수학광진2관학원,서울특별시 광진구 아차산로 484,37.540724,127.0956717,120,149.0,120.0,218.0,11392.0,187.0,89.0,2.0
수학공간수학교습소,서울특별시 광진구 동일로38길 15,37.5514184,127.0703291,20,4.0,4.0,19.0,865.0,34.0,53.0,10.0
보컬플래닛실용음악학원,서울특별시 광진구 천호대로 576,37.5558723,127.0818222,70,37.0,37.0,67.0,2004.0,65.0,63.0,47.0
아트블룸미술학원,서울특별시 광진구 자양로 170,37.5427953,127.084605,235,47.0,47.0,48.0,1721.0,64.0,24.0,16.0
삼성영어보습학원,서울특별시 광진구 뚝섬로56길 59,37.5288562,127.0829213,140,71.0,71.0,44.0,1564.0,110.0,49.0,10.0
좋은소리음악교습소,서울특별시 광진구 동일로72길 34,37.5655233,127.0793634,18,3.0,3.0,26.0,1054.0,84.0,84.0,30.0
씨앤씨애니스타미술학원,서울특별시 광진구 천호대로 579,37.5564322,127.0826217,442,129.0,129.0,66.0,1779.0,77.0,52.0,49.0
품격일본어교습소,서울특별시 광진구 자양로3가길 3,37.5299102,127.084201,18,5.0,5.0,52.0,1905.0,118.0,55.0,6.0
퓨즈광진실용음악학원,서울특별시 광진구 아차산로 306,37.5378948,127.0768343,40,45.0,40.0,26.0,902.0,71.0,14.0,9.0
잉글리쉬잇업보습학원,서울특별시 광진구 능동로4길 17,37.533423,127.0688046,32,70.0,32.0,72.0,2700.0,148.0,48.0,9.0
광진구주이배카이관학원,서울특별시 광진구 광나루로 604,37.5415728,127.0949101,120,134.0,120.0,209.0,11407.0,186.0,91.0,2.0
에스독학재수학원,서울특별시 광진구 광나루로 582,37.5430855,127.0933652,210,85.0,85.0,175.0,10785.0,183.0,84.0,6.0
진영어교습소,서울특별시 광진구 아차산로 522,37.5419395,127.0996713,56,8.0,8.0,156.0,8380.0,72.0,95.0,0.0
감각영어교습소,서울특별시 광진구 자양로23길 83,37.5439705,127.0838323,45,5.0,5.0,36.0,1351.0,54.0,15.0,12.0
수능콘서트보습학원,서울특별시 광진구 아차산로 445,37.5390167,127.0918539,39,72.0,39.0,172.0,9863.0,241.0,125.0,10.0
청담클루빌보습학원,서울특별시 광진구 천호대로113길 5,37.5575368,127.0830728,90,78.0,78.0,66.0,1880.0,75.0,75.0,53.0
눈높이러닝센타아차산보습학원,서울특별시 광진구 영화사로 47,37.5560566,127.0919585,1305,70.0,70.0,42.0,1656.0,91.0,64.0,26.0
에스에이치보습학원,서울특별시 광진구 광나루로 586,37.5428623,127.0937426,320,77.0,77.0,194.0,11028.0,175.0,81.0,4.0
더아트미술학원,서울특별시 광진구 아차산로 499,37.5424654,127.0962926,56,62.0,56.0,214.0,11456.0,92.0,97.0,0.0
윤선생영어광장보습학원,서울특별시 광진구 아차산로 499,37.5424654,127.0962926,120,74.0,74.0,214.0,11438.0,92.0,97.0,0.0
키즈칼리지워커힐어학학원,서울특별시 광진구 아차산로 494,37.541154,127.0967128,152,207.0,152.0,220.0,11679.0,183.0,103.0,0.0
애니포스미술학원,서울특별시 광진구 광나루로 416,37.54649510000001,127.0755874,110,78.0,78.0,4.0,259.0,68.0,56.0,4.0
153수학학원,서울특별시 광진구 광나루로54길 32,37.5394662,127.0951348,168,139.0,139.0,221.0,11609.0,189.0,118.0,4.0
알파트리학원,서울특별시 광진구 자양번영로 17,37.5312533,127.0748645,211,70.0,70.0,69.0,3074.0,51.0,52.0,12.0
광진ECC어학학원,서울특별시 광진구 아차산로 471,37.5404134,127.0939444,58,269.0,58.0,212.0,11718.0,196.0,131.0,6.0
매쓰플랜보습학원,서울특별시 광진구 뚝섬로 558,37.5340724,127.0718277,84,80.0,80.0,108.0,4318.0,150.0,62.0,6.0
베리타스탑영어보습학원,서울특별시 광진구 광나루로 606,37.5413415,127.0951373,40,71.0,40.0,219.0,11616.0,186.0,88.0,2.0
애플트리센클영어학원,서울특별시 광진구 능동로4길 61,37.5319578,127.0704582,149,80.0,80.0,90.0,3737.0,143.0,59.0,5.0
상상미술교습소,서울특별시 광진구 용마산로3길 104,37.5574636,127.0826587,85,9.0,9.0,66.0,1949.0,71.0,84.0,47.0
두앤비수학보습학원,서울특별시 광진구 광나루로 601,37.5420969,127.0952129,220,183.0,183.0,209.0,11344.0,186.0,97.0,2.0
해오름미술학원,서울특별시 광진구 영화사로 47,37.5560566,127.0919585,41,38.0,38.0,42.0,1688.0,91.0,64.0,26.0
국풍2000광진관학원,서울특별시 광진구 아차산로 478,37.540312,127.095016,234,122.0,122.0,221.0,11559.0,188.0,114.0,4.0
소마사고력수학학원,서울특별시 광진구 아차산로 478,37.540312,127.095016,56,115.0,56.0,221.0,11625.0,188.0,114.0,4.0
미주음악교습소,서울특별시 광진구 군자로 92-1,37.5513664,127.0712917,28,4.0,4.0,23.0,1219.0,36.0,66.0,10.0
그림아트스튜디오미술교습소,서울특별시 광진구 뚝섬로37길 11,37.5350143,127.0716811,24,9.0,9.0,105.0,4307.0,175.0,62.0,7.0
탑클래스수학보습학원,서울특별시 광진구 아차산로 478,37.540312,127.095016,126,70.0,70.0,221.0,11611.0,188.0,114.0,4.0
학연학원,서울특별시 광진구 뚝섬로 558,37.5340724,127.0718277,102,77.0,77.0,108.0,4321.0,150.0,62.0,6.0
수좌보습학원,서울특별시 광진구 광나루로 580,37.5432411,127.0932438,445,117.0,117.0,176.0,10762.0,98.0,82.0,6.0
푸른솔컴퓨터학원,서울특별시 광진구 뚝섬로 681,37.5324975,127.0849993,80,58.0,58.0,58.0,2754.0,79.0,86.0,9.0
이손음악교습소,서울특별시 광진구 군자로 82,37.550391,127.0711679,144,9.0,9.0,19.0,938.0,48.0,68.0,10.0
GT수학교습소,서울특별시 광진구 광나루로36길 42,37.5430909,127.0860012,52,4.0,4.0,50.0,1835.0,71.0,36.0,18.0
명문주산교습소,서울특별시 광진구 능동로6길 22,37.534056,127.0692057,63,5.0,5.0,72.0,2727.0,149.0,48.0,10.0
멘토보습학원,서울특별시 광진구 자양로 170,37.5427953,127.084605,80,75.0,75.0,48.0,1693.0,64.0,24.0,16.0
한우리국어교습소,서울특별시 광진구 구의강변로 96,37.5384981,127.0946643,7,7.0,7.0,192.0,10494.0,238.0,133.0,6.0
아이네클라이네음악학원,서울특별시 광진구 구의강변로 106,37.5399001,127.0948193,118,32.0,32.0,221.0,11716.0,188.0,124.0,4.0
열린이화음악교습소,서울특별시 광진구 용마산로2길 31,37.5553877,127.0900643,45,5.0,5.0,57.0,2097.0,101.0,81.0,34.0
고운빛독서실,서울특별시 광진구 자양번영로 52,37.5340871,127.0760397,82,82.0,82.0,88.0,3517.0,77.0,58.0,11.0
New예일피아노교습소,서울특별시 광진구 뚝섬로37길 11,37.5350143,127.0716811,25,5.0,5.0,105.0,4311.0,175.0,62.0,7.0
매쓰플랜자양2관학원,서울특별시 광진구 뚝섬로36길 18,37.5334492,127.0704997,24,80.0,24.0,106.0,4353.0,140.0,59.0,9.0
