학원명,도로명주소,위도,경도,정원합계,일시수용능력인원합계,어린이보호구역여부,인원,근처학원수,근처수강생총합,근처휴게음식점수,근처횡단보도수,사고건수
최강영어전문학원,서울특별시 노원구 덕릉로112길 42,37.6663596,127.0798895,210,84,0.0,84.0,27.0,713.0,20.0,36.0,11.0
비앤비(BnB)영어교습소,서울특별시 노원구 한글비석로 571,37.6641843,127.0546598,44,4,0.0,4.0,78.0,3208.0,20.0,50.0,3.0
한솔탑어학원,서울특별시 노원구 석계로 49,37.6185529,127.0625822,40,151,0.0,40.0,33.0,1132.0,38.0,33.0,6.0
로망스음악교습소,서울특별시 노원구 덕릉로73길 28,37.6534321,127.072311,18,6,0.0,6.0,249.0,13780.0,37.0,58.0,0.0
은빛해법영어교습소,서울특별시 노원구 동일로245가길 41,37.6799626,127.0535049,54,9,0.0,9.0,22.0,468.0,34.0,20.0,6.0
박기태언어학원,서울특별시 노원구 한글비석로 276,37.6518713,127.0777853,391,70,0.0,70.0,462.0,60273.0,65.0,77.0,3.0
이디엠(EDM)수학전문학원,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,189,89,0.0,89.0,457.0,59313.0,56.0,64.0,2.0
라라실용음악학원,서울특별시 노원구 월계로45길 37,37.6269962,127.0503638,7,62,0.0,7.0,10.0,438.0,7.0,47.0,4.0
SOSU과학전문보습학원,서울특별시 노원구 한글비석로 271,37.6519943,127.0770251,30,84,0.0,30.0,479.0,60474.0,58.0,73.0,3.0
황현영어학원,서울특별시 노원구 한글비석로 474,37.6648566,127.0654725,136,89,0.0,89.0,66.0,2562.0,33.0,50.0,2.0
능운한문교습소,서울특별시 노원구 석계로 49,37.6185529,127.0625822,18,9,0.0,9.0,33.0,1163.0,38.0,33.0,6.0
최상영수학원,서울특별시 노원구 마들로 31,37.6178025,127.0685682,144,78,0.0,78.0,28.0,737.0,23.0,30.0,1.0
쎈중계학원,서울특별시 노원구 한글비석로15길 27,37.6570128,127.0741706,32,95,0.0,32.0,81.0,4590.0,51.0,69.0,7.0
와이비엠(YBM)공릉용원캠퍼스학원,서울특별시 노원구 동일로197길 23,37.6283672,127.070056,98,86,0.0,86.0,31.0,11153.0,23.0,79.0,8.0
배움의숲학원,서울특별시 노원구 중계로 217,37.6504871,127.0759853,2000,164,0.0,164.0,488.0,60253.0,58.0,74.0,2.0
매일영어교습소,서울특별시 노원구 한글비석로31길 34,37.6605806,127.0690116,27,9,0.0,9.0,66.0,2590.0,78.0,74.0,5.0
코원영어전문소수정예학원,서울특별시 노원구 동일로 1545,37.6663796,127.0569683,110,81,0.0,81.0,91.0,3591.0,27.0,58.0,5.0
더베스트영어전문학원,서울특별시 노원구 한글비석로52길 18,37.6652985,127.0665267,20,84,0.0,20.0,66.0,2631.0,32.0,48.0,2.0
코코스(KOKOS)영어교습소,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,32,4,0.0,4.0,472.0,60547.0,62.0,78.0,2.0
최강수학영어과학학원,서울특별시 노원구 노원로1길 9,37.6221921,127.0863931,80,98,0.0,80.0,54.0,1171.0,26.0,70.0,13.0
RedAcademy학원,서울특별시 노원구 노원로34길 88,37.6628649,127.0661333,135,85,0.0,85.0,73.0,2829.0,46.0,60.0,4.0
이보영의토킹클럽월계번동학원,서울특별시 노원구 월계로45길 21,37.6265468,127.0497923,196,90,0.0,90.0,8.0,275.0,7.0,35.0,3.0
삼성컴퓨터학원,서울특별시 노원구 공릉로 223,37.6291131,127.076729,90,49,0.0,49.0,26.0,1550.0,45.0,49.0,4.0
e-해법수학교습소,서울특별시 노원구 섬밭로 139,37.6291633,127.0668178,16,8,0.0,8.0,23.0,739.0,15.0,70.0,6.0
드릴스터디학원,서울특별시 노원구 월계로45길 21,37.6265468,127.0497923,50,95,0.0,50.0,8.0,315.0,7.0,35.0,3.0
SM영어교습소,서울특별시 노원구 동일로 1493,37.6616672,127.0578993,30,6,0.0,6.0,68.0,2074.0,22.0,74.0,4.0
MAP학원,서울특별시 노원구 한글비석로15길 27,37.6570128,127.0741706,86,103,0.0,86.0,81.0,4536.0,51.0,69.0,7.0
루리앤라라아트스튜디오미술교습소,서울특별시 노원구 섬밭로 125,37.6272664,127.0686136,42,7,0.0,7.0,30.0,11008.0,24.0,62.0,8.0
바른수학학원,서울특별시 노원구 중계로 220,37.6508775,127.0756868,114,93,0.0,93.0,470.0,59854.0,54.0,75.0,2.0
상계이룸수학교습소,서울특별시 노원구 동일로215길 81,37.6502137,127.0568875,24,7,0.0,7.0,68.0,5368.0,33.0,22.0,2.0
VERITAS수학학원,서울특별시 노원구 노원로 257,37.6402604,127.072739,88,84,0.0,84.0,36.0,11930.0,41.0,66.0,6.0
로고스(LOGOS)수학교습소,서울특별시 노원구 중계로 197,37.6497527,127.0784681,12,4,0.0,4.0,473.0,60180.0,67.0,54.0,2.0
엔파인미술학원,서울특별시 노원구 노원로 257,37.6402604,127.072739,315,65,0.0,65.0,36.0,11949.0,41.0,66.0,6.0
지니위니미술학원,서울특별시 노원구 노해로 447,37.6539869,127.057755,20,57,0.0,20.0,65.0,6389.0,68.0,60.0,6.0
숙명F.G피아노교습소,서울특별시 노원구 한글비석로 377,37.6588308,127.0734449,28,5,0.0,5.0,80.0,4729.0,63.0,90.0,8.0
정은경학원,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,97,87,0.0,87.0,476.0,60643.0,62.0,71.0,2.0
위드에임하이학원,서울특별시 노원구 광운로2길 6,37.618081,127.0574256,138,85,0.0,85.0,24.0,585.0,26.0,18.0,1.0
중계청담에이프릴어학원,서울특별시 노원구 한글비석로 265,37.6514461,127.0765554,56,195,0.0,56.0,477.0,60275.0,57.0,77.0,2.0
씨알학당어학원,서울특별시 노원구 공릉로 147,37.6231286,127.0790475,60,211,0.0,60.0,68.0,2913.0,87.0,40.0,8.0
하계스터디뱅크독서실,서울특별시 노원구 노원로 253,37.6399496,127.0729464,284,142,0.0,142.0,39.0,11960.0,48.0,66.0,5.0
예원보습학원,서울특별시 노원구 한글비석로48길 12,37.6648037,127.0673043,72,86,0.0,72.0,69.0,2649.0,34.0,43.0,4.0
임광이화바이올린교습소,서울특별시 노원구 노원로 547,37.6607248,127.0569722,3,9,0.0,3.0,61.0,1699.0,11.0,65.0,4.0
준CNC미술학원,서울특별시 노원구 노해로 517,37.655692,127.0654051,410,85,0.0,85.0,86.0,15819.0,97.0,83.0,5.0
뉴욕어학원,서울특별시 노원구 중계로 220,37.6508775,127.0756868,455,177,0.0,177.0,470.0,59770.0,54.0,75.0,2.0
벽산e해법수학교습소,서울특별시 노원구 한글비석로 396,37.6614765,127.0728242,12,4,0.0,4.0,66.0,2578.0,67.0,84.0,13.0
예원플러스학원,서울특별시 노원구 중계로 170,37.6501065,127.0812326,80,154,0.0,80.0,401.0,56731.0,64.0,53.0,2.0
케이투영어전문학원,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,40,82,0.0,40.0,476.0,60690.0,62.0,71.0,2.0
원스실용음악학원,서울특별시 노원구 한글비석로 281,37.6528843,127.0777274,352,42,0.0,42.0,380.0,53593.0,54.0,73.0,4.0
명인학원,서울특별시 노원구 한글비석로 235,37.6487645,127.0763385,4709,231,0.0,231.0,466.0,59696.0,56.0,72.0,2.0
씨알학당보습학원,서울특별시 노원구 공릉로 147,37.6231286,127.0790475,126,140,0.0,126.0,68.0,2847.0,87.0,40.0,8.0
리마인드수학교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,60,4,0.0,4.0,474.0,60235.0,57.0,74.0,2.0
미네르바사회교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,39,3,0.0,3.0,474.0,60236.0,57.0,74.0,2.0
베캠에듀학원,서울특별시 노원구 동일로217가길 27,37.6532269,127.0588327,180,195,0.0,180.0,78.0,6837.0,73.0,60.0,6.0
과수원과학수학전문학원,서울특별시 노원구 중계로 201,37.6504487,127.0777705,916,111,0.0,111.0,465.0,60084.0,64.0,71.0,2.0
유레카과학교습소,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,6,3,0.0,3.0,436.0,58848.0,50.0,58.0,2.0
석선생영어전문SSP학원,서울특별시 노원구 중계로18길 13,37.6513077,127.0778154,215,140,0.0,140.0,465.0,60242.0,64.0,78.0,2.0
파랑새음악학원,서울특별시 노원구 공릉로34길 10-2,37.6223308,127.0797916,380,32,0.0,32.0,60.0,2387.0,76.0,40.0,9.0
비엔나음악교습소,서울특별시 노원구 중계로 8길 29,37.6458859,127.0824097,65,5,0.0,5.0,49.0,2237.0,19.0,22.0,0.0
예원음악교습소,서울특별시 노원구 석계로 49,37.6185529,127.0625822,15,6,0.0,6.0,33.0,1166.0,38.0,33.0,6.0
더좋은영어학원,서울특별시 노원구 중계로 198,37.6519314,127.0795434,24,73,0.0,24.0,384.0,55083.0,60.0,50.0,3.0
이색화실미술교습소,서울특별시 노원구 중계로 230,37.652831,127.0759265,8,7,0.0,7.0,408.0,56426.0,52.0,67.0,4.0
조이뮤직클래스음악교습소,서울특별시 노원구 동일로218길 35,37.6540888,127.0626882,30,6,0.0,6.0,110.0,21815.0,98.0,87.0,6.0
지성피아노교습소,서울특별시 노원구 덕릉로126길 40,37.6715331,127.0829943,15,5,0.0,5.0,7.0,272.0,16.0,18.0,5.0
이화앤잉글리쉬영어교습소,서울특별시 노원구 노원로 421,37.654261,127.066997,20,5,0.0,5.0,81.0,15894.0,70.0,57.0,2.0
주공5단지해법수학교습소,서울특별시 노원구 중계로 230,37.652831,127.0759265,18,6,0.0,6.0,408.0,56427.0,52.0,67.0,4.0
드림키즈어학원,서울특별시 노원구 공릉로39길 22,37.6238321,127.0781393,168,184,0.0,168.0,72.0,3284.0,85.0,45.0,6.0
스터디판다학원,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,42,93,0.0,42.0,474.0,60228.0,59.0,66.0,2.0
바하기타교습소,서울특별시 노원구 한글비석로 466,37.6645684,127.0664163,27,9,0.0,9.0,68.0,2657.0,36.0,53.0,4.0
소리마을피아노교습소,서울특별시 노원구 동일로 1116,37.6298796,127.0719275,3,5,0.0,3.0,46.0,11768.0,31.0,81.0,7.0
예음악교습소,서울특별시 노원구 중계로14길 10,37.648757,127.0820467,6,2,0.0,2.0,242.0,34805.0,42.0,38.0,2.0
이화소리음악교습소,서울특별시 노원구 노원로 421,37.654261,127.066997,12,5,0.0,5.0,81.0,15894.0,70.0,57.0,2.0
홍음악교습소,서울특별시 노원구 마들로3길 37,37.6294153,127.062514,12,4,0.0,4.0,17.0,496.0,23.0,30.0,5.0
예그린피아노교습소,서울특별시 노원구 동일로177길 33,37.6205207,127.0724891,9,4,0.0,4.0,33.0,1168.0,63.0,51.0,8.0
문성희음악교습소,서울특별시 노원구 동일로182길 37-25,37.6237774,127.0759131,36,5,0.0,5.0,63.0,13329.0,94.0,53.0,9.0
캔버스위의아이들미술교습소,서울특별시 노원구 공릉로34길 45,37.6239418,127.0811978,14,7,0.0,7.0,83.0,3192.0,61.0,55.0,4.0
높은음자리음악교습소,서울특별시 노원구 동일로245길 162,37.6815167,127.0538446,50,5,0.0,5.0,22.0,472.0,21.0,20.0,7.0
은빛피아노교습소,서울특별시 노원구 동일로245가길 41,37.6799626,127.0535049,16,4,0.0,4.0,22.0,473.0,34.0,20.0,6.0
월계연세음악교습소,서울특별시 노원구 월계로55길 4,37.6325655,127.0609172,20,0,0.0,0.0,31.0,2123.0,19.0,15.0,3.0
가온피아노교습소,서울특별시 노원구 한글비석로 396,37.6614765,127.0728242,16,5,0.0,5.0,66.0,2577.0,67.0,84.0,13.0
예향음악교습소,서울특별시 노원구 노원로 58,37.6266495,127.0873143,25,5,0.0,5.0,29.0,440.0,17.0,61.0,3.0
가브리엘피아노교습소,서울특별시 노원구 한글비석로 474,37.6648566,127.0654725,20,9,0.0,9.0,66.0,2642.0,33.0,50.0,2.0
아이다빈치미술교습소,서울특별시 노원구 동일로245길 162,37.6815167,127.0538446,48,9,0.0,9.0,22.0,468.0,21.0,20.0,7.0
아이뮤즈음악교습소,서울특별시 노원구 상계로 193-14,37.6630427,127.0745157,12,9,0.0,9.0,38.0,1385.0,47.0,74.0,11.0
하나피아노교습소,서울특별시 노원구 한글비석로15길 6,37.6580062,127.0742115,10,5,0.0,5.0,73.0,4651.0,56.0,77.0,7.0
연세클라브생음악교습소,서울특별시 노원구 덕릉로 595,37.6514399,127.071939,60,6,0.0,6.0,315.0,38664.0,50.0,75.0,1.0
탄탄음악교습소,서울특별시 노원구 상계로24길 26,37.6573308,127.0703899,30,9,0.0,9.0,88.0,5117.0,73.0,81.0,5.0
루체미술교습소,서울특별시 노원구 공릉로34길 34,37.6229669,127.0810212,14,9,0.0,9.0,81.0,3164.0,64.0,37.0,4.0
혜지음악교습소,서울특별시 노원구 한글비석로 571,37.6641843,127.0546598,30,9,0.0,9.0,78.0,3203.0,20.0,50.0,3.0
이화음악교습소,서울특별시 노원구 동일로216길 92,37.6516527,127.0674223,1,0,0.0,0.0,74.0,4477.0,28.0,50.0,1.0
이지음악교습소,서울특별시 노원구 동일로 1363,37.6504175,127.0612655,110,7,0.0,7.0,91.0,8865.0,66.0,40.0,5.0
소망음악교습소,서울특별시 노원구 한글비석로 530,37.6661657,127.0593193,30,6,0.0,6.0,82.0,2917.0,25.0,62.0,6.0
선화꽃들음악교습소,서울특별시 노원구 덕릉로 459-37,37.6467584,127.0595441,25,5,0.0,5.0,46.0,1803.0,20.0,36.0,5.0
예일피아노교습소,서울특별시 노원구 노원로 434,37.6549617,127.0683084,12,0,0.0,0.0,89.0,15577.0,58.0,53.0,2.0
예원피아노교습소,서울특별시 노원구 동일로215길 81,37.6502137,127.0568875,30,5,0.0,5.0,68.0,5370.0,33.0,22.0,2.0
보스톤피아노교습소,서울특별시 노원구 한글비석로 253,37.6504239,127.0763502,4,4,0.0,4.0,478.0,60181.0,59.0,76.0,2.0
뉴예인음악교습소,서울특별시 노원구 초안산로2길 98,37.6329074,127.0576826,15,8,0.0,8.0,10.0,316.0,17.0,22.0,6.0
참벗미술교습소,서울특별시 노원구 석계로 49,37.6185529,127.0625822,32,8,0.0,8.0,33.0,1164.0,38.0,33.0,6.0
나무기린미술교습소,서울특별시 노원구 노원로 540,37.6614571,127.0593957,18,9,0.0,9.0,58.0,2481.0,20.0,77.0,4.0
청예음피아노교습소,서울특별시 노원구 덕릉로94가길 20,37.663117,127.0785759,20,4,0.0,4.0,33.0,1249.0,26.0,50.0,9.0
조은음악교습소,서울특별시 노원구 섬밭로 287,37.6408062,127.0620278,25,5,0.0,5.0,44.0,2341.0,21.0,59.0,5.0
숙명바이올린교습소,서울특별시 노원구 중계로 198,37.6519314,127.0795434,5,5,0.0,5.0,384.0,55102.0,60.0,50.0,3.0
그림터치미술교습소,서울특별시 노원구 중계로 164,37.6497313,127.0811529,45,9,0.0,9.0,420.0,58417.0,64.0,54.0,2.0
롯데음악교습소,서울특별시 노원구 섬밭로 263,37.6387852,127.0624881,23,5,0.0,5.0,53.0,2736.0,22.0,54.0,1.0
뉴모짜르트음악교습소,서울특별시 노원구 중계로16가길 10,37.6509372,127.0818059,15,5,0.0,5.0,302.0,38735.0,51.0,44.0,0.0
SYSTEM영어교습소,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,36,4,0.0,4.0,476.0,60726.0,62.0,71.0,2.0
소망피아노음악교습소,서울특별시 노원구 노원로 62,37.6277372,127.0869084,104,8,0.0,8.0,27.0,427.0,18.0,39.0,0.0
참연세피아노교습소,서울특별시 노원구 월계로55길 3,37.6317292,127.0596864,12,4,0.0,4.0,11.0,251.0,19.0,23.0,7.0
엄지음악교습소,서울특별시 노원구 한글비석로 332,37.6571045,127.0779954,3,3,0.0,3.0,52.0,4282.0,20.0,45.0,5.0
연음음악교습소,서울특별시 노원구 한글비석로 89,37.6393884,127.0715555,15,5,0.0,5.0,40.0,12089.0,51.0,88.0,5.0
을지피아노교습소,서울특별시 노원구 공릉로63길 13,37.6348629,127.0705387,16,4,0.0,4.0,27.0,798.0,38.0,96.0,5.0
현대연세피아노교습소,서울특별시 노원구 노원로314,37.6446072,127.0720589,20,5,0.0,5.0,46.0,1385.0,15.0,46.0,3.0
청린중국어교습소,서울특별시 노원구 노원로22길 70,37.6468287,127.0728289,20,9,0.0,9.0,187.0,22606.0,26.0,56.0,5.0
샘소리피아노교습소,서울특별시 노원구 중계로 230,37.652831,127.0759265,25,5,0.0,5.0,408.0,56428.0,52.0,67.0,4.0
HongPiano음악교습소,서울특별시 노원구 공릉로34길 29,37.623081,127.0805294,15,5,0.0,5.0,75.0,2835.0,70.0,40.0,4.0
한나음악교습소,서울특별시 노원구 동일로215길 81,37.6502137,127.0568875,35,5,0.0,5.0,68.0,5370.0,33.0,22.0,2.0
이주영리코더교습소,서울특별시 노원구 중계로 160,37.6494322,127.0813431,10,9,0.0,9.0,399.0,57078.0,63.0,51.0,2.0
그림마당미술교습소,서울특별시 노원구 노원로 421,37.654261,127.066997,63,7,0.0,7.0,81.0,15892.0,70.0,57.0,2.0
중원피아노교습소,서울특별시 노원구 동일로 1279,37.642026,127.0641086,20,5,0.0,5.0,37.0,1024.0,35.0,98.0,7.0
더클라비어음악교습소,서울특별시 노원구 섬밭로 209,37.6354449,127.0642439,15,5,0.0,5.0,46.0,2712.0,28.0,64.0,6.0
이화향기음악교습소,서울특별시 노원구 공릉로34길 62,37.6234994,127.0831875,21,4,0.0,4.0,88.0,2762.0,44.0,68.0,12.0
아티즘음악교습소,서울특별시 노원구 동일로 1554,37.6671866,127.0575159,28,4,0.0,4.0,95.0,3985.0,30.0,70.0,6.0
푸른꿈미술교습소,서울특별시 노원구 덕릉로118길 29,37.667829,127.0816184,45,9,0.0,9.0,18.0,543.0,20.0,27.0,6.0
새봄음악교습소,서울특별시 노원구 동일로 1473,37.6597796,127.0575276,20,5,0.0,5.0,46.0,1732.0,13.0,42.0,3.0
햇님피아노교습소,서울특별시 노원구 화랑로 556,37.6210784,127.0885654,35,5,0.0,5.0,31.0,921.0,18.0,63.0,13.0
채움영어교습소,서울특별시 노원구 한글비석로 253,37.6504239,127.0763502,2,2,0.0,2.0,478.0,60183.0,59.0,76.0,2.0
혜윰미술교습소,서울특별시 노원구 한글비석로54길 116,37.6683107,127.0604105,15,6,0.0,6.0,73.0,3400.0,23.0,60.0,4.0
상상누리온미술교습소,서울특별시 노원구 섬밭로 263,37.6387852,127.0624881,20,8,0.0,8.0,53.0,2733.0,22.0,54.0,1.0
(주)워너비리더스어학원,서울특별시 노원구 한글비석로 273,37.6521755,127.0771914,48,150,0.0,48.0,480.0,60465.0,58.0,74.0,3.0
고구마수학학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,30,70,0.0,30.0,472.0,60521.0,62.0,78.0,2.0
한솔주니어랩영어교습소,서울특별시 노원구 한글비석로54길 116,37.6683107,127.0604105,15,7,0.0,7.0,73.0,3399.0,23.0,60.0,4.0
리얼모션미술학원,서울특별시 노원구 동일로 1354,37.6495588,127.062273,330,93,0.0,93.0,73.0,5730.0,40.0,23.0,5.0
강함수학교습소,서울특별시 노원구 한글비석로 253,37.6504239,127.0763502,8,2,0.0,2.0,478.0,60183.0,59.0,76.0,2.0
한얼국어학원,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,300,73,0.0,73.0,457.0,59329.0,56.0,64.0,2.0
웅진씽크빅스마트올클래스월계학원,서울특별시 노원구 초안산로5길 12,37.6325534,127.0516543,112,84,0.0,84.0,7.0,239.0,5.0,6.0,2.0
가우스수학교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,9,3,0.0,3.0,474.0,60236.0,57.0,74.0,2.0
오케이에듀학원,서울특별시 노원구 노원로 254,37.6402077,127.0735771,24,91,0.0,24.0,36.0,12067.0,34.0,62.0,5.0
에듀플렉스에듀코치개별지도상계학원,서울특별시 노원구 수락산로 212,37.6708271,127.0553544,550,105,0.0,105.0,69.0,3359.0,30.0,39.0,5.0
예원음악교습소,서울특별시 노원구 한글비석로 250,37.6499887,127.0770075,2,5,0.0,2.0,478.0,60736.0,62.0,68.0,2.0
포레음악교습소,서울특별시 노원구 마들로 111,37.6245902,127.0654159,55,5,0.0,5.0,9.0,71.0,23.0,41.0,2.0
칸탄도피아노교습소,서울특별시 노원구 중계로 197,37.6497527,127.0784681,35,5,0.0,5.0,473.0,60179.0,67.0,54.0,2.0
유리Lab영상영어교습소,서울특별시 노원구 덕릉로71길 30,37.651184,127.0705238,18,6,0.0,6.0,148.0,6647.0,34.0,56.0,1.0
중계DYB최선어학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,105,634,0.0,105.0,472.0,60446.0,62.0,78.0,2.0
오름국어교습소,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,24,3,0.0,3.0,476.0,60727.0,62.0,71.0,2.0
EPIC영어전문학원,서울특별시 노원구 수락산로 232,37.6710933,127.0528888,24,86,0.0,24.0,37.0,2226.0,24.0,26.0,6.0
눈높이러닝센터상계학원,서울특별시 노원구 한글비석로 474,37.6648566,127.0654725,780,92,0.0,92.0,66.0,2559.0,33.0,50.0,2.0
에이엘에스(ALS)학원,서울특별시 노원구 노원로30길 45,37.6552934,127.0697356,80,80,0.0,80.0,94.0,15316.0,51.0,65.0,3.0
루바토피아노음악교습소,서울특별시 노원구 중계로 140,37.6470263,127.0812771,32,4,0.0,4.0,179.0,13740.0,38.0,40.0,2.0
탑플러스영어수학전문학원,서울특별시 노원구 동일로207길 184,37.6363492,127.0613398,310,86,0.0,86.0,44.0,2468.0,19.0,54.0,3.0
파이(PAI)수학학원,서울특별시 노원구 덕릉로 619,37.6530677,127.0735446,105,83,0.0,83.0,357.0,52323.0,44.0,60.0,0.0
윤선생우리집앞영어교실보람영어교습소,서울특별시 노원구 한글비석로49길 1,37.6641243,127.0667277,32,8,0.0,8.0,71.0,2791.0,43.0,49.0,4.0
공릉코드원독서실,서울특별시 노원구 노원로1길 9,37.6221921,127.0863931,145,115,0.0,115.0,54.0,1136.0,26.0,70.0,13.0
이혁재영어교습소,서울특별시 노원구 한글비석로 265,37.6514461,127.0765554,10,6,0.0,6.0,477.0,60325.0,57.0,77.0,2.0
제이탑영어메릭스(MERIX)해법수학학원,서울특별시 노원구 수락산로 234,37.6715296,127.0530298,46,74,0.0,46.0,34.0,2120.0,26.0,27.0,6.0
라별음악교습소,서울특별시 노원구 화랑로47길 38,37.6166121,127.0667598,72,9,0.0,9.0,38.0,1342.0,18.0,15.0,2.0
티와이피수학(TYP MATH)전문학원,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,80,71,0.0,71.0,474.0,60168.0,57.0,74.0,2.0
그로잉영어교습소,서울특별시 노원구 월계로45가길 89,37.6317699,127.0501857,21,7,0.0,7.0,7.0,316.0,2.0,15.0,1.0
위더스학원,서울특별시 노원구 노원로 257,37.6402604,127.072739,48,82,0.0,48.0,36.0,11966.0,41.0,66.0,6.0
아발론랭콘중계어학원,서울특별시 노원구 한글비석로 250,37.6499887,127.0770075,140,316,1.0,140.0,478.0,60598.0,62.0,68.0,2.0
미술로크는아이미술교습소,서울특별시 노원구 동일로237길 64,37.6734602,127.0516919,25,9,0.0,9.0,22.0,1058.0,27.0,17.0,5.0
중계지앤비(GnB)학원,서울특별시 노원구 동일로207길 23,37.642026,127.0641086,102,92,0.0,92.0,37.0,937.0,35.0,98.0,7.0
