,Unnamed: 0,도로명주소,업태구분명,좌표
2398,2398,"서울특별시 광진구 광나루로 545, 비동 4호 (구의동, 래미안파크스위트)",커피숍,"37.54006, 127.09724"
2399,2399,"서울특별시 광진구 광나루로39길 7, 1층 101호 (구의동)",편의점,"37.5456547, 127.0891817"
2400,2400,"서울특별시 광진구 능동로3가길 4, 1층 (자양동)",커피숍,"37.5332034, 127.0654906"
2401,2401,"서울특별시 광진구 뚝섬로44길 56, 1층 (자양동)",커피숍,"37.5307434, 127.0757161"
2402,2402,"서울특별시 광진구 긴고랑로11길 23, 대화빌딩 1층 (중곡동)",일반조리판매,"37.5646595, 127.082065"
2403,2403,"서울특별시 광진구 능동로 18, 1층 106호 (자양동, 이튼타워리버3차)",일반조리판매,"37.5340314, 127.0678046"
2404,2404,"서울특별시 광진구 천호대로 549, 1층 (중곡동)",패스트푸드,"37.5534728, 127.0884141"
2405,2405,"서울특별시 광진구 능동로 216, 어린이대공원 1층 (능동)",커피숍,"37.5340314, 127.0678046"
2406,2406,"서울특별시 광진구 광나루로37길 12, 여명교회 1층 (구의동)",커피숍,"37.5457324, 127.088457"
2407,2407,"서울특별시 광진구 뚝섬로 633, 1층 (자양동)",커피숍,"37.53347, 127.0883"
2408,2408,"서울특별시 광진구 천호대로 671, 1층 106호 (구의동, 파크타운)",일반조리판매,"37.5534728, 127.0884141"
2409,2409,"서울특별시 광진구 뚝섬로56길 23, 1층 (자양동)",일반조리판매,"37.5298042, 127.0821658"
2410,2410,"서울특별시 광진구 용마산로22길 12, 1층 (중곡동)",기타 휴게음식점,"37.5636661, 127.0882127"
2411,2411,"서울특별시 광진구 군자로 184, 101호 (군자동)",커피숍,"37.5433395, 127.071636"
2412,2412,"서울특별시 광진구 군자로 26, 1층 (화양동)",커피숍,"37.5433395, 127.071636"
2413,2413,"서울특별시 광진구 능동로35길 28-1, 1층 (군자동)",커피숍,"37.5570836, 127.0775605"
2414,2414,"서울특별시 광진구 천호대로112길 68, 101동 101호 (능동, 대명이튼캐슬)",커피숍,"37.5542428, 127.0800908"
2415,2415,"서울특별시 광진구 뚝섬로56길 14-1, 1층 (자양동)",일반조리판매,"37.5298042, 127.0821658"
2416,2416,"서울특별시 광진구 아차산로 591, 1층 102호 (광장동)",일반조리판매,"37.538847, 127.0919729"
2417,2417,"서울특별시 광진구 용마산로 109, 1층 (중곡동)",커피숍,"37.5678699, 127.0861846"
2418,2418,"서울특별시 광진구 뚝섬로56가길 13, 현대3차아파트편익시설 1층 102호 (자양동)",기타 휴게음식점,"37.5283532, 127.0841329"
2419,2419,"서울특별시 광진구 천호대로112길 10, 1층 (능동)",커피숍,"37.5542428, 127.0800908"
2420,2420,"서울특별시 광진구 용마산로21길 64, 1층 (중곡동)",커피숍,"37.5620507, 127.0850268"
2421,2421,"서울특별시 광진구 아차산로78가길 52, 101호 (광장동, 에쓰아트빌)",커피숍,"37.5492285, 127.1091767"
2422,2422,"서울특별시 광진구 자양로 310, 101호 (구의동, 동인글로리)",커피숍,"37.5287142, 127.0883594"
2423,2423,"서울특별시 광진구 능동로51길 28, 1층 102호 (중곡동)",커피숍,"37.5661935, 127.0827744"
2424,2424,"서울특별시 광진구 천호대로 549, 1층 101~103호 (중곡동)",커피숍,"37.5534728, 127.0884141"
2425,2425,"서울특별시 광진구 아차산로49길 41-5, 101호 (구의동)",커피숍,"37.53702, 127.0846413"
2426,2426,"서울특별시 광진구 군자로 8, 1층 (화양동)",커피숍,"37.5465314, 127.070199"
2427,2427,"서울특별시 광진구 뚝섬로32길 24, 1층 (자양동)",일반조리판매,"37.5346978, 127.067068"
2428,2428,"서울특별시 광진구 광나루로24길 14, 1층 (화양동)",편의점,"37.5453422, 127.0791408"
2429,2429,"서울특별시 광진구 천호대로 537, 정익제이타워2차 1층 102(일부),103(일부)호 (중곡동)",커피숍,"37.5534728, 127.0884141"
2430,2430,"서울특별시 광진구 천호대로143길 8-5, 1층 (광장동)",커피숍,"37.5463502, 127.1032694"
2431,2431,"서울특별시 광진구 아차산로30길 36, 서울특별시 동부여성발전센타 1층 100호 (자양동)",커피숍,"37.539866, 127.0674768"
2432,2432,"서울특별시 광진구 능동로 216, 어린이대공원 1층 (능동)",커피숍,"37.5340314, 127.0678046"
2433,2433,"서울특별시 광진구 능동로49길 24, 1층 (중곡동)",커피숍,"37.5646595, 127.082065"
2434,2434,"서울특별시 광진구 천호대로125길 72, 1층 (중곡동)",편의점,"37.5544466, 127.0871449"
2435,2435,"서울특별시 광진구 능동로7길 46, 1층 (자양동)",커피숍,"37.5374705, 127.0668137"
2436,2436,"서울특별시 광진구 아차산로65길 14, 센츄리빌딩 1층 (구의동)",일반조리판매,"37.5423162, 127.0924311"
2437,2437,"서울특별시 광진구 광나루로46길 26, 101호 (구의동)",커피숍,"37.5416362, 127.0920427"
2438,2438,"서울특별시 광진구 천호대로127길 74, 지윤맨션 지하1층 01호 (중곡동)",커피숍,"37.5543393, 127.0909009"
2439,2439,"서울특별시 광진구 천호대로143길 34, 1층 (광장동)",커피숍,"37.5463502, 127.1032694"
2440,2440,"서울특별시 광진구 자양로 115, 성동빌딩 101호 (자양동)",커피숍,"37.5287142, 127.0883594"
2441,2441,"서울특별시 광진구 자양로26길 20, 제1동 1층 101호 (구의동)",커피숍,"37.5410325, 127.086969"
2442,2442,"서울특별시 광진구 긴고랑로 80, 1층 (중곡동)",커피숍,"37.56369, 127.0782554"
2443,2443,"서울특별시 광진구 자양로 112, 1층 107호 (구의동)",일반조리판매,"37.5287142, 127.0883594"
2444,2444,"서울특별시 광진구 아차산로 292, 모아빌딩 1층 (자양동)",커피숍,"37.538847, 127.0919729"
2445,2445,"서울특별시 광진구 영화사로 77, 1층 103호 (구의동)",커피숍,"37.5525116, 127.0995989"
2446,2446,"서울특별시 광진구 자양로22길 18, 1층 (구의동)",일반조리판매,"37.5396939, 127.0857016"
2447,2447,"서울특별시 광진구 면목로17길 30, 1층 (중곡동)",커피숍,"37.5705455, 127.0819938"
2448,2448,"서울특별시 광진구 능동로 111, 3층 (화양동)",커피숍,"37.5340314, 127.0678046"
2449,2449,"서울특별시 광진구 자양로18길 97-11, 1층 101호 (구의동)",커피숍,"37.5381339, 127.0865345"
2450,2450,"서울특별시 광진구 능동로36길 55, 1층 (능동)",일반조리판매,"37.5565026, 127.0790563"
2451,2451,"서울특별시 광진구 능동로 216, 어린이대공원 식물원카페테리아 1층 (능동)",편의점,"37.5340314, 127.0678046"
2452,2452,"서울특별시 광진구 긴고랑로44길 6, 무지개하우스 지하1층 (중곡동)",편의점,"37.5591433, 127.0949558"
2453,2453,"서울특별시 광진구 긴고랑로9길 29, 1층 101호 (중곡동)",일반조리판매,"37.564859, 127.0814982"
2454,2454,"서울특별시 광진구 아차산로 502, 진넥스오딧세이 109호 (광장동)",기타 휴게음식점,"37.5387686, 127.0758059"
2455,2455,"서울특별시 광진구 답십리로 398, 1층 (중곡동)",커피숍,"37.5704981, 127.0855613"
2456,2456,"서울특별시 광진구 광나루로56길 29, 현대프라임중앙상가116호 (구의동, 현대프라임아파트)",커피숍,"37.53781, 127.09669"
2457,2457,"서울특별시 광진구 군자로6길 50-5, 101호 (화양동)",커피숍,"37.5459313, 127.0717523"
2458,2458,"서울특별시 광진구 아차산로30길 31, 1층 (자양동)",커피숍,"37.539866, 127.0674768"
2459,2459,"서울특별시 광진구 동일로 304, 광산빌딩 1층 (군자동)",커피숍,"37.5582697, 127.0735117"
2460,2460,"서울특별시 광진구 천호대로111길 9, 1층 (중곡동)",커피숍,"37.55692695, 127.0820015417702"
2461,2461,"서울특별시 광진구 능동로 216, 어린이대공원 구의문복합식당 1층 (능동)",커피숍,"37.5340314, 127.0678046"
2462,2462,"서울특별시 광진구 긴고랑로6길 40, 101호 (중곡동)",커피숍,"37.5627945, 127.0780106"
2463,2463,"서울특별시 광진구 자양로18길 99, 1층 (구의동)",일반조리판매,"37.5381339, 127.0865345"
2464,2464,"서울특별시 광진구 자양로30길 79, 1층 (구의동)",편의점,"37.5431522, 127.0878508"
2465,2465,"서울특별시 광진구 동일로72길 38, 1층 (중곡동)",커피숍,"37.5659826, 127.0791167"
2466,2466,"서울특별시 광진구 능동로 216, 어린이대공원 구의문카페테리아 1층 (능동)",편의점,"37.5340314, 127.0678046"
2467,2467,"서울특별시 광진구 광나루로39길 11, 1층 117호 (구의동, 구의자이르네)",일반조리판매,"37.5456547, 127.0891817"
2468,2468,"서울특별시 광진구 능동로 216, 어린이대공원 식물원복합식당 1층 (능동)",커피숍,"37.5340314, 127.0678046"
2469,2469,"서울특별시 광진구 천호대로 538, 스테이 더 디자이너스 군자 1층 103,104호 (군자동)",커피숍,"37.5534728, 127.0884141"
2470,2470,"서울특별시 광진구 능동로 111, 3층 (화양동)",커피숍,"37.5340314, 127.0678046"
2471,2471,"서울특별시 광진구 광장로5길 5, 1층 (광장동)",일반조리판매,"37.5485964, 127.1048619"
2472,2472,"서울특별시 광진구 뚝섬로35길 9, 한라아파트 상가에이동 105,106호 (자양동)",편의점,"37.5353033, 127.0713147"
2473,2473,"서울특별시 광진구 용마산로5길 78, 1층 (중곡동)",커피숍,"37.5574786, 127.0855843"
2474,2474,"서울특별시 광진구 광나루로14길 8, 지하1층 (화양동)",커피숍,"37.5475771, 127.0687855"
2475,2475,"서울특별시 광진구 광나루로20길 13-10, 1층 (화양동)",편의점,"37.546084, 127.074361"
2476,2476,"서울특별시 광진구 능동로 137, 1층 (화양동)",커피숍,"37.5340314, 127.0678046"
2477,2477,"서울특별시 광진구 뚝섬로32길 16, 1층 (자양동)",커피숍,"37.5346978, 127.067068"
2478,2478,"서울특별시 광진구 능동로 123, 1층 (화양동)",기타 휴게음식점,"37.5340314, 127.0678046"
2479,2479,"서울특별시 광진구 긴고랑로36길 42, 1층 (중곡동)",커피숍,"37.5578487, 127.0921098"
2480,2480,"서울특별시 광진구 능동로 183, 3층 (화양동)",커피숍,"37.5340314, 127.0678046"
2481,2481,"서울특별시 광진구 능동로 110, 스타시티영존빌딩 지하1층 b101호 (화양동)",커피숍,"37.5340314, 127.0678046"
2482,2482,"서울특별시 광진구 동일로20길 68, 1층 (자양동)",커피숍,"37.5405118, 127.0668855"
2483,2483,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 식품관내호 (자양동)",기타 휴게음식점,"37.538956049999996, 127.07142585170553"
2484,2484,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",커피숍,"37.538956049999996, 127.07142585170553"
2485,2485,"서울특별시 광진구 자양로 312, 욱현빌딩 1층 1-1호 (구의동)",커피숍,"37.5287142, 127.0883594"
2486,2486,"서울특별시 광진구 광나루로24길 9, 1층 (화양동)",커피숍,"37.5453422, 127.0791408"
2487,2487,"서울특별시 광진구 광나루로 532, 1층 1호 (구의동)",편의점,"37.54006, 127.09724"
2488,2488,"서울특별시 광진구 광나루로39길 11, 2층 211호 (구의동, 구의자이르네)",커피숍,"37.5456547, 127.0891817"
2489,2489,"서울특별시 광진구 뚝섬로23길 48, 지하1층 (자양동)",일반조리판매,"37.5374705, 127.0668137"
2490,2490,"서울특별시 광진구 아차산로76가길 12, 1층 (광장동)",커피숍,"37.5471189, 127.1071945"
2491,2491,"서울특별시 광진구 아차산로25길 21-20, 1층 101호 (화양동)",커피숍,"37.5428985, 127.067241"
2492,2492,"서울특별시 광진구 동일로 441-1, 1층 (중곡동)",커피숍,"37.5393636, 127.0624104"
2493,2493,"서울특별시 광진구 답십리로78길 35-1, 1층 (중곡동)",커피숍,"37.571021, 127.0819753"
2494,2494,"서울특별시 광진구 능동로13길 44, 1층 (화양동)",일반조리판매,"37.54449, 127.0694089"
2495,2495,"서울특별시 광진구 자양로13길 16, 2층 (자양동)",커피숍,"37.5329309, 127.0804176"
2496,2496,"서울특별시 광진구 천호대로118길 35, 1층 (능동)",커피숍,"37.5535684, 127.0849882"
2497,2497,"서울특별시 광진구 능동로 266, 광정빌딩 1층 101,102호 (능동)",패스트푸드,"37.5340314, 127.0678046"
2498,2498,"서울특별시 광진구 동일로18길 62, 1층 (자양동)",커피숍,"37.5390686, 127.0661496"
2499,2499,"서울특별시 광진구 아차산로 241, 연한빌딩 지하1층 101,102호 (화양동)",일반조리판매,"37.538847, 127.0919729"
2500,2500,"서울특별시 광진구 능동로 216, 어린이대공원 놀이동산 내 관리동,식음료관 (능동)",패스트푸드,"37.5340314, 127.0678046"
2502,2502,"서울특별시 광진구 군자로 19, 1층 103호 (화양동)",커피숍,"37.5433395, 127.071636"
2503,2503,"서울특별시 광진구 능동로19길 57, 4층 (화양동)",일반조리판매,"37.5468693, 127.0727958"
2504,2504,"서울특별시 광진구 용마산로 55-8, 1층 (중곡동)",커피숍,"37.55879315, 127.08734129942309"
2505,2505,"서울특별시 광진구 자양로 154, 105,106호 (구의동, 솔렌시아)",편의점,"37.5287142, 127.0883594"
2506,2506,"서울특별시 광진구 능동로 110, 스타시티영존빌딩 1층 106호 (화양동)",커피숍,"37.5340314, 127.0678046"
2507,2507,"서울특별시 광진구 아차산로78길 44, 크레스코빌딩 제지하1층 제5호 (광장동)",커피숍,"37.5478992, 127.10863"
2508,2508,"서울특별시 광진구 광나루로 346, 1층 106호 (화양동, 브라운스톤 화양)",커피숍,"37.54006, 127.09724"
2509,2509,"서울특별시 광진구 능동로 320, 1층 102호 (중곡동)",커피숍,"37.55811235, 127.08027018555605"
2510,2510,"서울특별시 광진구 영화사로 26, 1층 (중곡동)",일반조리판매,"37.5525116, 127.0995989"
2511,2511,"서울특별시 광진구 천호대로132길 18, 1층 (구의동)",편의점,"37.5493735, 127.0891317"
2512,2512,"서울특별시 광진구 능동로49길 20, 1층 (중곡동)",기타 휴게음식점,"37.5646595, 127.082065"
2513,2513,"서울특별시 광진구 긴고랑로15길 15, 1층 101호 (중곡동)",기타 휴게음식점,"37.562648, 127.0833258"
2514,2514,"서울특별시 광진구 광나루로 527, 1층 1,2,3,6,7호 (구의동)",커피숍,"37.54006, 127.09724"
2515,2515,"서울특별시 광진구 아차산로55길 11, 테라펠리스 건대 3차 104호 (구의동)",커피숍,"37.5397487, 127.0864326"
2516,2516,"서울특별시 광진구 군자로 142-4, 1층 (군자동)",커피숍,"37.5520772, 127.0713239"
2517,2517,"서울특별시 광진구 동일로24길 94, 1층 (화양동)",편의점,"37.5431081, 127.0682804"
2518,2518,"서울특별시 광진구 자양로13다길 45, 1층 (자양동)",커피숍,"37.533021, 127.0783437"
2519,2519,"서울특별시 광진구 능동로30길 41, 1층 101호 (능동)",커피숍,"37.5536366, 127.078978"
2520,2520,"서울특별시 광진구 능동로 400, 보건복지행정타운 1층 136호 (중곡동)",편의점,"37.5654703, 127.0844996"
2521,2521,"서울특별시 광진구 자양로48길 6, 지하1층 101호 (구의동)",커피숍,"37.5514271, 127.0940096"
2522,2522,"서울특별시 광진구 자양번영로4길 12, 1층 101호 (자양동)",커피숍,"37.5318996, 127.0778268"
2523,2523,"서울특별시 광진구 광나루로30나길 14, 1층 (구의동)",편의점,"37.5431465, 127.0820796"
2525,2525,"서울특별시 광진구 자양번영로4길 42-22, 1층 (자양동)",커피숍,"37.5318996, 127.0778268"
2526,2526,"서울특별시 광진구 아차산로57길 32, 1층 (구의동)",커피숍,"37.5398811, 127.0884729"
2527,2527,"서울특별시 광진구 구의강변로 96, 현대아파트 1층 103호 (구의동)",커피숍,"37.53552, 127.09211"
2528,2528,"서울특별시 광진구 천호대로 662, 어린이대공원 내 식물원복합식당 데크1층 1층 (능동)",패스트푸드,"37.5534728, 127.0884141"
2529,2529,"서울특별시 광진구 동일로22길 117-18, 1~2층 (화양동)",커피숍,"37.5416499, 127.0674994"
2530,2530,"서울특별시 광진구 능동로 400, 보건복지행정타운 1층 119호 (중곡동)",기타 휴게음식점,"37.5654703, 127.0844996"
2531,2531,"서울특별시 광진구 자양로15길 74, 1층 (자양동)",일반조리판매,"37.5340385, 127.0783474"
2532,2532,"서울특별시 광진구 아차산로40길 27, 1층 103호 (자양동)",일반조리판매,"37.5363051, 127.0781832"
2533,2533,"서울특별시 광진구 용마산로 94-1, 1층 (중곡동)",일반조리판매,"37.5635008, 127.086939"
2534,2534,"서울특별시 광진구 능동로 324-1, 1층 104호 (중곡동)",커피숍,"37.55854645, 127.08050452031972"
2535,2535,"서울특별시 광진구 천호대로 544, 1층 101호 (군자동)",커피숍,"37.5534728, 127.0884141"
2536,2536,"서울특별시 광진구 능동로37길 9, 평강오피스텔 1층 101호 (중곡동)",커피숍,"37.5583424, 127.0786277"
2537,2537,"서울특별시 광진구 자양번영로1길 15, 1층 (자양동)",커피숍,"37.5308138, 127.0734922"
2538,2538,"서울특별시 광진구 능동로 169, 1층 (화양동)",커피숍,"37.5340314, 127.0678046"
2539,2539,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",떡카페,"37.538956049999996, 127.07142585170553"
2540,2540,"서울특별시 광진구 뚝섬로54길 41-9, 지하1~1층 (자양동)",커피숍,"37.5297019, 127.08053"
2541,2541,"서울특별시 광진구 광나루로20길 38, 1층 (화양동)",편의점,"37.546084, 127.074361"
2542,2542,"서울특별시 광진구 긴고랑로36길 46, 1층 (중곡동)",커피숍,"37.5578487, 127.0921098"
2543,2543,"서울특별시 광진구 동일로68길 41, 1층 (중곡동)",커피숍,"37.5624817, 127.0773227"
2544,2544,"서울특별시 광진구 능동로 69, 1층 140호 (자양동, 자양 호반써밋)",커피숍,"37.5340314, 127.0678046"
2545,2545,"서울특별시 광진구 아차산로 413-6, 1~2층 (구의동)",커피숍,"37.538847, 127.0919729"
2546,2546,"서울특별시 광진구 능동로 120-1, 건국대학교병원 지하1층 (화양동)",편의점,"37.540619750000005, 127.07231766310619"
2547,2547,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 지하2층 (구의동)",일반조리판매,"37.5349372, 127.0957088"
2548,2548,"서울특별시 광진구 능동로 119, 1층 (화양동)",커피숍,"37.5340314, 127.0678046"
2549,2549,"서울특별시 광진구 뚝섬로57길 39, 1층 101호 (자양동)",편의점,"37.5331433, 127.0830009"
2550,2550,"서울특별시 광진구 아차산로 205, 1층 101호 (화양동)",패스트푸드,"37.538847, 127.0919729"
2551,2551,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",커피숍,"37.538956049999996, 127.07142585170553"
2552,2552,"서울특별시 광진구 능동로 69, 1층 104,105(일부)호 (자양동, 자양 호반써밋)",편의점,"37.5340314, 127.0678046"
2553,2553,"서울특별시 광진구 자양로26길 93, 101호 (구의동)",커피숍,"37.5410325, 127.086969"
2554,2554,"서울특별시 광진구 능동로 92, 롯데백화점 3층 F305호 (자양동)",커피숍,"37.538956049999996, 127.07142585170553"
2555,2555,"서울특별시 광진구 자양로 278, 대운빌딩 지하2층 (구의동)",일반조리판매,"37.5287142, 127.0883594"
2556,2556,"서울특별시 광진구 용마산로2길 19, 1층 101호 (중곡동, 대성예가)",커피숍,"37.555074, 127.0898437"
2557,2557,"서울특별시 광진구 광나루로44길 13, 1층 101호 (구의동, 동남 아치빌)",커피숍,"37.5414127, 127.0909637"
2558,2558,"서울특별시 광진구 능동로19길 35, 지하2층 b202-주방2호 (화양동, 광진 코지웰)",기타 휴게음식점,"37.5468693, 127.0727958"
2559,2559,"서울특별시 광진구 천호대로138길 24, 지층 (구의동)",커피숍,"37.5477679, 127.0922517"
2560,2560,"서울특별시 광진구 자양로28길 6, 1층 (구의동)",기타 휴게음식점,"37.541602, 127.0888944"
2561,2561,"서울특별시 광진구 뚝섬로41길 8, 3층 (자양동)",기타 휴게음식점,"37.5340589, 127.0750327"
2562,2562,"서울특별시 광진구 면목로 179, A동 103~104호 (중곡동, 가든시티)",커피숍,"37.5671595, 127.0819519"
2563,2563,"서울특별시 광진구 천호대로111길 20, 태양빌딩 1층 (중곡동)",커피숍,"37.5582115, 127.0829527"
2564,2564,"서울특별시 광진구 광나루로 369, 1층 113호 (군자동, 광진두산위브파크)",커피숍,"37.54006, 127.09724"
2565,2565,"서울특별시 광진구 능동로 393, 1층 104호 (중곡동)",커피숍,"37.5340314, 127.0678046"
2566,2566,"서울특별시 광진구 아차산로36길 5, 건국대학교동문회관 1층 (자양동)",커피숍,"37.5378234, 127.0741049"
2567,2567,"서울특별시 광진구 긴고랑로8길 60, 1층 (중곡동)",커피숍,"37.561565, 127.078102"
2568,2568,"서울특별시 광진구 긴고랑로 153, 1층 102호 (중곡동)",기타 휴게음식점,"37.56369, 127.0782554"
2569,2569,"서울특별시 광진구 용마산로3길 38, 1층 (중곡동)",커피숍,"37.5561306, 127.08601672295758"
2570,2570,"서울특별시 광진구 능동로19길 35, 지하2층 제비205-13호 (화양동, 광진 코지웰)",패스트푸드,"37.5468693, 127.0727958"
2571,2571,"서울특별시 광진구 자양로5길 19, 1층 (자양동)",커피숍,"37.53124, 127.0843194"
2572,2572,"서울특별시 광진구 자양번영로13길 3, 1층 (자양동)",커피숍,"37.5376636, 127.0758453"
2573,2573,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 지하2층 (구의동)",일반조리판매,"37.5349372, 127.0957088"
2574,2574,"서울특별시 광진구 능동로 266, 광정빌딩 104호 (능동)",커피숍,"37.5340314, 127.0678046"
2575,2575,"서울특별시 광진구 긴고랑로10길 31, 1층 (중곡동)",편의점,"37.5616345, 127.0797368"
2576,2576,"서울특별시 광진구 자양로 282, 지하1층 (구의동)",기타 휴게음식점,"37.5287142, 127.0883594"
2577,2577,"서울특별시 광진구 자양로5길 30, 나동 1층 102호 (자양동, 한양팰리스)",떡카페,"37.53124, 127.0843194"
2578,2578,"서울특별시 광진구 천호대로129길 7, 1층 (중곡동)",커피숍,"37.553229, 127.0914259"
2579,2579,"서울특별시 광진구 능동로 172, 빌리브 인테라스 지하1층 b2~b6호 (화양동)",커피숍,"37.5340314, 127.0678046"
2580,2580,"서울특별시 광진구 자양로45길 93, 1층 (중곡동)",편의점,"37.5539045, 127.0904232"
2581,2581,"서울특별시 광진구 광나루로 529, 1층 (구의동)",커피숍,"37.54006, 127.09724"
2582,2582,"서울특별시 광진구 능동로 27, 1층 (자양동)",커피숍,"37.5340314, 127.0678046"
2583,2583,"서울특별시 광진구 능동로 400, 보건복지행정타운 1층 131호 (중곡동)",기타 휴게음식점,"37.5654703, 127.0844996"
2584,2584,"서울특별시 광진구 동일로26길 52, 2층 (화양동)",커피숍,"37.544978, 127.0678273"
2585,2585,"서울특별시 광진구 천호대로 537, 15층 (중곡동)",커피숍,"37.5534728, 127.0884141"
2586,2586,"서울특별시 광진구 천호대로 500, 2층 (군자동)",커피숍,"37.5589481, 127.0741001"
2587,2587,"서울특별시 광진구 광나루로40길 3, 3층 (구의동)",커피숍,"37.5429773, 127.0892067"
2588,2588,"서울특별시 광진구 면목로13길 13, 1층 (중곡동)",커피숍,"37.5696137, 127.082011"
2589,2589,"서울특별시 광진구 천호대로127길 43, 1층 101호 (중곡동)",커피숍,"37.5543393, 127.0909009"
2590,2590,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 지하2층 (구의동)",일반조리판매,"37.5349372, 127.0957088"
2591,2591,"서울특별시 광진구 천호대로112길 7, 보원빌딩 1층 (능동)",커피숍,"37.5542428, 127.0800908"
2592,2592,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",기타 휴게음식점,"37.538956049999996, 127.07142585170553"
2593,2593,"서울특별시 광진구 아차산로 503, 현대아파트(상가동) 1층 103호 (광장동)",패스트푸드,"37.538847, 127.0919729"
2594,2594,"서울특별시 광진구 뚝섬로 511, 1층 (자양동)",편의점,"37.53453, 127.09191"
2595,2595,"서울특별시 광진구 광나루로39길 11, 2층 213호 (구의동, 구의자이르네)",일반조리판매,"37.5456547, 127.0891817"
2596,2596,"서울특별시 광진구 뚝섬로 620, 1층 (자양동)",커피숍,"37.53347, 127.0883"
2597,2597,"서울특별시 광진구 아차산로31길 20-6, 1층 (화양동)",커피숍,"37.5423219, 127.0698776"
2598,2598,"서울특별시 광진구 자양번영로1길 37, 1층 (자양동)",커피숍,"37.5308138, 127.0734922"
2599,2599,"서울특별시 광진구 능동로 50, 1층 102호 (자양동, 이튼타워리버2차)",커피숍,"37.5340314, 127.0678046"
2600,2600,"서울특별시 광진구 광나루로 361, 1층 105,106호 (군자동, 광진 동양파라곤 2단지)",기타 휴게음식점,"37.54006, 127.09724"
2601,2601,"서울특별시 광진구 동일로24길 27, 1층 (화양동)",편의점,"37.5431081, 127.0682804"
2602,2602,"서울특별시 광진구 광나루로 458, 지층 B03호 (구의동, e편한세상 광진 그랜드파크)",편의점,"37.54006, 127.09724"
2603,2603,"서울특별시 광진구 자양로32길 85, 지하1층 (구의동)",커피숍,"37.5435719, 127.0890538"
2604,2604,"서울특별시 광진구 자양로43길 138, 1층 (중곡동)",커피숍,"37.5511317, 127.0910025"
2605,2605,"서울특별시 광진구 능동로 280, 1층 (능동)",커피숍,"37.5340314, 127.0678046"
2606,2606,"서울특별시 광진구 능동로 110, 스타시티영존빌딩 4층 (화양동)",커피숍,"37.5340314, 127.0678046"
2608,2608,"서울특별시 광진구 자양로13나길 37, 1층 (자양동)",커피숍,"37.5346348, 127.0801609"
2609,2609,"서울특별시 광진구 동일로18길 11, 우리빌딩 1층 (자양동)",커피숍,"37.5390686, 127.0661496"
2610,2610,"서울특별시 광진구 능동로 18, 1층 109호 (자양동, 이튼타워리버3차)",커피숍,"37.5340314, 127.0678046"
2611,2611,"서울특별시 광진구 자양로 265, 1층 (구의동)",커피숍,"37.5287142, 127.0883594"
2612,2612,"서울특별시 광진구 아차산로55길 11, 테라펠리스 건대 3차 1층 102호 (구의동)",커피숍,"37.5397487, 127.0864326"
2613,2613,"서울특별시 광진구 광나루로39길 11, 1층 123호 (구의동, 구의자이르네)",커피숍,"37.5456547, 127.0891817"
2614,2614,"서울특별시 광진구 자양로18길 53, 1층 (구의동)",커피숍,"37.5381339, 127.0865345"
2615,2615,"서울특별시 광진구 능동로 338-1, 영빌딩 1층 (중곡동)",커피숍,"37.5424924, 127.071777"
2616,2616,"서울특별시 광진구 능동로 400, 보건복지행정타운 108,109,110,111,112,118호 (중곡동)",커피숍,"37.5654703, 127.0844996"
2617,2617,"서울특별시 광진구 자양로28길 23, 주노빌딩 1층 101호 (구의동)",커피숍,"37.541602, 127.0888944"
2618,2618,"서울특별시 광진구 자양로53길 70, 1층 (중곡동)",편의점,"37.5559072, 127.090805"
2619,2619,"서울특별시 광진구 광나루로 379, 1층 제1-26호 (군자동)",커피숍,"37.54006, 127.09724"
2620,2620,"서울특별시 광진구 아차산로51길 86, 1층 (구의동)",편의점,"37.5396332, 127.084892"
2621,2621,"서울특별시 광진구 아차산로51길 68, 1층 101호 (구의동)",커피숍,"37.5396332, 127.084892"
2622,2622,"서울특별시 광진구 뚝섬로52라길 47, 1층 (자양동)",편의점,"37.5291933, 127.0813103"
2623,2623,"서울특별시 광진구 뚝섬로23길 44, 1층 (자양동)",커피숍,"37.5374705, 127.0668137"
2624,2624,"서울특별시 광진구 동일로36길 5, 2층 203호호 (군자동)",커피숍,"37.5509599, 127.0694572"
2625,2625,"서울특별시 광진구 능동로 69, B106호 (자양동, 자양 호반써밋)",기타 휴게음식점,"37.5340314, 127.0678046"
2626,2626,"서울특별시 광진구 아차산로 636, 1층 (광장동)",커피숍,"37.538847, 127.0919729"
2627,2627,"서울특별시 광진구 광나루로 478, 광진 경제허브센터 도약관 지하1층 (구의동)",커피숍,"37.54006, 127.09724"
2628,2628,"서울특별시 광진구 능동로 69, 1층 131,132호 (자양동, 자양 호반써밋)",커피숍,"37.5340314, 127.0678046"
2629,2629,"서울특별시 광진구 능동로 120-1, 건국대학교병원 지하1층 (화양동)",편의점,"37.540619750000005, 127.07231766310619"
